created_at,id_str,text,source,retweet_count,favorite_count,geo,coordinates,place,contributors,truncated,user.location,user.followers_count,user.friends_count,sentiment_label,sentiment_score,sentiment_subjt,created_date,created_time,created_dt
Sat Apr 06 02:10:13 +0000 2019,1114349561097662465,RT @xsolteira: eu chuto o balde e busco o balde quantas vezes eu quiser pq o balde é meu.,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",784,0,,,,,False,"Linhares, Brasil",120,326,Neutral,0.0,0.0,2019-04-06,02:10:13,2019-04-06T02:10:13+0000
Sat Apr 06 02:10:10 +0000 2019,1114349548422488067,"RT @LucasRanngel: você já foi trouxa quantas vezes esse ano?

eu: https://t.co/WnNa4JJZT2","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",733,0,,,,,False,,2829,1965,Neutral,0.0,0.0,2019-04-06,02:10:10,2019-04-06T02:10:10+0000
Sat Apr 06 02:09:58 +0000 2019,1114349497646231552,"RT @LucasRanngel: você já foi trouxa quantas vezes esse ano?

eu: https://t.co/WnNa4JJZT2","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",733,0,,,,,False,,490,1708,Neutral,0.0,0.0,2019-04-06,02:09:58,2019-04-06T02:09:58+0000
Sat Apr 06 02:09:57 +0000 2019,1114349494039138305,"RT @ocaosblues: Mulheres,
Quantas vezes vocês foram assediadas (e até abusadas), mas na tua cabeça era apenas coisas da tua imaginação? Qua…","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",417,0,,,,,False,Brasil ,687,694,Neutral,0.0,0.0,2019-04-06,02:09:57,2019-04-06T02:09:57+0000
Sat Apr 06 02:09:55 +0000 2019,1114349483956015104,"@Smith_Hays Gente esse povo são uns monstros ,os missionários que vão pra lá são todos mortos na maior covardia, im… https://t.co/NzMZdfJXkS","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,0,,,,,True,"São Gotardo, Brasil",422,508,Neutral,0.0,0.0,2019-04-06,02:09:55,2019-04-06T02:09:55+0000
Sat Apr 06 02:09:46 +0000 2019,1114349445464899584,"RT @LucasRanngel: você já foi trouxa quantas vezes esse ano?

eu: https://t.co/WnNa4JJZT2","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",733,0,,,,,False,Brasil ,123,171,Neutral,0.0,0.0,2019-04-06,02:09:46,2019-04-06T02:09:46+0000
Sat Apr 06 02:09:44 +0000 2019,1114349437713776641,RT @danielle_casti: quando me perguntam quantas vezes eu ja surtei no dia https://t.co/mfWdShgLBx,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",6013,0,,,,,False,,45,194,Neutral,0.0,0.0,2019-04-06,02:09:44,2019-04-06T02:09:44+0000
Sat Apr 06 02:09:36 +0000 2019,1114349406411722753,Já perdi as contas de quantas vezes assisti kkkkkkkkkkk muito engraçado socorro https://t.co/ka9I8PFONV,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,0,,,,,False,"Rio de Janeiro, Brasil",257,229,Neutral,0.0,0.0,2019-04-06,02:09:36,2019-04-06T02:09:36+0000
Sat Apr 06 02:09:34 +0000 2019,1114349398333493248,"RT @Ganzenrose: ""axl mas quantas horas você se atrasou pro show?""

axl: https://t.co/fE0lC0UPtg","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",58,0,,,,,False,Brasil,2552,3184,Neutral,0.0,0.0,2019-04-06,02:09:34,2019-04-06T02:09:34+0000
Sat Apr 06 02:09:34 +0000 2019,1114349398115463168,"já namorou ?
se sim quantas ? — Sim... Mas poucos relacionamento sério, acho que sério mesmo foram umas 3 vezes https://t.co/H0ed0nmZEW","<a href=""https://curiouscat.me"" rel=""nofollow"">Curious Cat</a>",0,0,,,,,False,ikigai  ATIVE O 🔔,11087,10914,Neutral,0.0,0.0,2019-04-06,02:09:34,2019-04-06T02:09:34+0000
Sat Apr 06 02:09:33 +0000 2019,1114349393082187777,Quantas conchas de feijão Geovana kkkkkkkkkkkkkk https://t.co/2LgXdIoCMX,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,0,,,,,False,021,319,69,Neutral,0.0,0.0,2019-04-06,02:09:33,2019-04-06T02:09:33+0000
Sat Apr 06 02:09:33 +0000 2019,1114349390725042177,"RT @LucasRanngel: você já foi trouxa quantas vezes esse ano?

eu: https://t.co/WnNa4JJZT2","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",733,0,,,,,False,Uberlândia,254,181,Neutral,0.0,0.0,2019-04-06,02:09:33,2019-04-06T02:09:33+0000
Sat Apr 06 02:09:32 +0000 2019,1114349387742715905,"RT @maiconkusterkkk: o irmão dessa racista está ameaçando processar duas pessoas que expuseram essa racista. por medo os 2 apagaram

mas qu…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",93256,0,,,,,False,"Jacarepaguá, Rio de Janeiro",920,709,Neutral,0.05,1.0,2019-04-06,02:09:32,2019-04-06T02:09:32+0000
Sat Apr 06 02:09:29 +0000 2019,1114349376783224832,"@GhostJacobs quantas horas de Gameplay Ghost?
to com 32","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",0,0,,,,,False,,417,2346,Neutral,0.0,0.0,2019-04-06,02:09:29,2019-04-06T02:09:29+0000
Sat Apr 06 02:09:27 +0000 2019,1114349368021221378,"RT @LucasRanngel: você já foi trouxa quantas vezes esse ano?

eu: https://t.co/WnNa4JJZT2","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",733,0,,,,,False,"Campo Grande, Brasil",176,240,Neutral,0.0,0.0,2019-04-06,02:09:27,2019-04-06T02:09:27+0000
Sat Apr 06 02:09:25 +0000 2019,1114349360756686848,RT @danielle_casti: quando me perguntam quantas vezes eu ja surtei no dia https://t.co/mfWdShgLBx,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",6013,0,,,,,False,UBERLANDIA,2475,2391,Neutral,0.0,0.0,2019-04-06,02:09:25,2019-04-06T02:09:25+0000
Sat Apr 06 02:09:24 +0000 2019,1114349354293321730,Beijaria quantas vezes quisesse me beijar — Sério? E você já me beijou? https://t.co/UK3Rg93VKy,"<a href=""https://curiouscat.me"" rel=""nofollow"">Curious Cat</a>",0,0,,,,,False,"Cuiabá, Brasil",142,213,Neutral,0.0,0.0,2019-04-06,02:09:24,2019-04-06T02:09:24+0000
Sat Apr 06 02:09:19 +0000 2019,1114349335943286784,"RT @LucasRanngel: você já foi trouxa quantas vezes esse ano?

eu: https://t.co/WnNa4JJZT2","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",733,0,,,,,False,,129,160,Neutral,0.0,0.0,2019-04-06,02:09:19,2019-04-06T02:09:19+0000
Sat Apr 06 02:09:13 +0000 2019,1114349310110519296,"RT @LucasRanngel: você já foi trouxa quantas vezes esse ano?

eu: https://t.co/WnNa4JJZT2","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",733,0,,,,,False,"Campinas, Brasil",399,313,Neutral,0.0,0.0,2019-04-06,02:09:13,2019-04-06T02:09:13+0000
Sat Apr 06 02:09:07 +0000 2019,1114349285452189696,"RT @LucasRanngel: você já foi trouxa quantas vezes esse ano?

eu: https://t.co/WnNa4JJZT2","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",733,0,,,,,False,Piratininga ,368,334,Neutral,0.0,0.0,2019-04-06,02:09:07,2019-04-06T02:09:07+0000
Sat Apr 06 02:09:05 +0000 2019,1114349277361463302,No show da Greta Van Fleet brincando de contar quantas pessoas estão com blusa do Led Zeppelin.,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,0,,,,,False,,165,370,Neutral,0.0,0.0,2019-04-06,02:09:05,2019-04-06T02:09:05+0000
Sat Apr 06 02:09:00 +0000 2019,1114349252992491520,RT @danielle_casti: quando me perguntam quantas vezes eu ja surtei no dia https://t.co/mfWdShgLBx,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",6013,0,,,,,False,"Campo Mourão, Brasil",178,207,Neutral,0.0,0.0,2019-04-06,02:09:00,2019-04-06T02:09:00+0000
Sat Apr 06 02:08:54 +0000 2019,1114349231060520961,"RT @LucasRanngel: você já foi trouxa quantas vezes esse ano?

eu: https://t.co/WnNa4JJZT2","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",733,0,,,,,False,,71,129,Neutral,0.0,0.0,2019-04-06,02:08:54,2019-04-06T02:08:54+0000
Sat Apr 06 02:08:54 +0000 2019,1114349227872796673,"RT @LucasRanngel: você já foi trouxa quantas vezes esse ano?

eu: https://t.co/WnNa4JJZT2","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",733,0,,,,,False,Brazil ,355,951,Neutral,0.0,0.0,2019-04-06,02:08:54,2019-04-06T02:08:54+0000
Sat Apr 06 02:08:48 +0000 2019,1114349203986186241,RT @Fllabsouza: @tiradoleite @VEJA Isso é engraçado. Eu falava para minha mulher se valia a pena ter empresa no Brasil. Ela me falou: Tenha…,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2,0,,,,,False,"Lauro de Freitas, Bahia",484,610,Neutral,0.0,0.0,2019-04-06,02:08:48,2019-04-06T02:08:48+0000
Sat Apr 06 02:08:44 +0000 2019,1114349186621820928,"RT @vinigusmao: eu já perdi a conta de quantas festas surpresas já ajudei a fazer, e já ganhei total de 0 festas surpresa","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",3672,0,,,,,False,"Cariacica, Brasil",129,210,Neutral,0.0,0.75,2019-04-06,02:08:44,2019-04-06T02:08:44+0000
Sat Apr 06 02:08:43 +0000 2019,1114349183664840712,"RT @LucasRanngel: você já foi trouxa quantas vezes esse ano?

eu: https://t.co/WnNa4JJZT2","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",733,0,,,,,False,,72,130,Neutral,0.0,0.0,2019-04-06,02:08:43,2019-04-06T02:08:43+0000
Sat Apr 06 02:08:43 +0000 2019,1114349181672611840,"Então @maknaemints
Talvez eu esteja meio emotiva demais mas vamos lá
A sua AU foi simplesmente incrível, ela me pre… https://t.co/GztF2QbiKf","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1,1,,,,,True,💎 sᴋʏ,409,172,Neutral,0.0,0.0,2019-04-06,02:08:43,2019-04-06T02:08:43+0000
Sat Apr 06 02:08:38 +0000 2019,1114349159983788032,"RT @LucasRanngel: você já foi trouxa quantas vezes esse ano?

eu: https://t.co/WnNa4JJZT2","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",733,0,,,,,False,,373,254,Neutral,0.0,0.0,2019-04-06,02:08:38,2019-04-06T02:08:38+0000
Sat Apr 06 02:08:37 +0000 2019,1114349156452192256,"RT @LucasRanngel: você já foi trouxa quantas vezes esse ano?

eu: https://t.co/WnNa4JJZT2","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",733,0,,,,,False,Minas Gerais,2555,1876,Neutral,0.0,0.0,2019-04-06,02:08:37,2019-04-06T02:08:37+0000
Sat Apr 06 02:08:35 +0000 2019,1114349147837038592,"RT @vinigusmao: eu já perdi a conta de quantas festas surpresas já ajudei a fazer, e já ganhei total de 0 festas surpresa","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",3672,0,,,,,False,"Bezerros, Brasil",249,489,Neutral,0.0,0.75,2019-04-06,02:08:35,2019-04-06T02:08:35+0000
Sat Apr 06 02:08:33 +0000 2019,1114349139955994624,RT @danielle_casti: quando me perguntam quantas vezes eu ja surtei no dia https://t.co/mfWdShgLBx,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",6013,0,,,,,False,"Ipatinga, Brasil",112,224,Neutral,0.0,0.0,2019-04-06,02:08:33,2019-04-06T02:08:33+0000
